City,start_month,Start_Lat,Start_Lng,Severity,State,Total Accidents
Aberdeen,6,46.972099,-123.713791,2,WA,1
Aberdeen,6,46.973052,-123.701462,2,WA,1
Aberdeen,6,46.981709,-123.778702,1,WA,1
Aberdeen,7,35.07782,-79.428787,2,NC,1
Aberdeen,7,35.085669,-79.42823800000002,2,NC,2
Aberdeen,7,39.49352,-76.23598100000002,2,MD,1
Aberdeen,7,39.49352,-76.23598100000002,4,MD,1
Aberdeen,7,39.49414372,-76.23721003,2,MD,1
Aberdeen,7,39.5019,-76.226014,2,MD,4
Aberdeen,7,39.503719,-76.220703,3,MD,1
Aberdeen,7,39.513903000000006,-76.206159,2,MD,1
Aberdeen,7,39.516174,-76.203748,2,MD,2
Aberdeen,7,39.516174,-76.203748,4,MD,1
Aberdeen,7,39.520159,-76.199122,2,MD,1
Aberdeen,7,39.523345,-76.19572,2,MD,2
Aberdeen,7,39.526173,-76.19117,2,MD,1
Aberdeen,7,39.526173,-76.19117,3,MD,2
Aberdeen,7,39.526493,-76.192089,2,MD,1
Aberdeen,7,39.526562,-76.19196,2,MD,1
Aberdeen,7,39.527854,-76.188925,2,MD,4
Aberdeen,7,39.528175592234,-76.1871922012511,2,MD,1
Aberdeen,7,39.528751,-76.186151,2,MD,1
Aberdeen,7,39.52907681446301,-76.18646264039904,2,MD,1
Aberdeen,7,39.52907681446301,-76.18646264039904,4,MD,1
Aberdeen,7,39.530687,-76.182198,2,MD,1
Aberdeen,7,39.531745,-76.18008,2,MD,1
Aberdeen,7,39.535916,-76.17465200000002,2,MD,2
Aberdeen,7,39.539385,-76.172358,2,MD,1
Aberdeen,7,39.540317,-76.17178299999998,2,MD,2
Aberdeen,7,39.54643,-76.166823,2,MD,1
Aberdeen,7,39.553232,-76.158576,2,MD,2
Aberdeen,7,39.556143,-76.154699,2,MD,3
Aberdeen,7,46.972851,-123.703613,2,WA,1
