City,start_month,Total Accidents
Flowery Branch,12,8
Flowood,1,20
Flowood,2,3
Flowood,3,7
Flowood,4,10
Flowood,5,8
Flowood,6,5
Flowood,7,9
Flowood,8,13
Flowood,9,13
Flowood,10,3
Flowood,11,10
Flowood,12,11
Floyd,1,6
Floyd,2,5
Floyd,3,1
Floyd,4,11
Floyd,5,1
Floyd,6,2
Floyd,7,6
Floyd,8,1
Floyd,9,6
Floyd,10,1
Floyd,11,5
Floyd,12,9
Floydada,9,4
Floyds Knobs,2,3
Floyds Knobs,4,2
Floyds Knobs,5,6
Floyds Knobs,6,2
Floyds Knobs,7,6
Floyds Knobs,8,4
Floyds Knobs,9,1
Floyds Knobs,10,1
Floyds Knobs,11,2
Floyds Knobs,12,1
Flushing,1,223
Flushing,2,191
Flushing,3,126
Flushing,4,203
Flushing,5,235
Flushing,6,211
Flushing,7,252
Flushing,8,273
Flushing,9,222
Flushing,10,200
Flushing,11,123
Flushing,12,165
Fluvanna,9,1
Fogelsville,1,11
Fogelsville,2,3
Fogelsville,5,2
Fogelsville,6,4
Fogelsville,7,10
Fogelsville,8,3
Fogelsville,10,3
Fogelsville,11,10
Fogelsville,12,1
Folcroft,1,3
Folcroft,2,6
Folcroft,4,1
Folcroft,6,1
Folcroft,7,4
Folcroft,8,1
Folcroft,9,4
Folcroft,11,4
Folcroft,12,1
Foley,1,9
Foley,2,19
Foley,3,5
Foley,4,2
Foley,5,5
Foley,6,4
Foley,7,15
Foley,8,5
Foley,9,8
Foley,10,19
Foley,11,7
Foley,12,12
Folkston,1,4
Folkston,2,3
Folkston,3,2
Folkston,4,1
Folkston,10,1
Folkston,11,1
Follansbee,2,1
Folly Beach,4,1
Folly Beach,5,1
Folly Beach,8,1
Folsom,1,27
Folsom,2,18
Folsom,3,27
Folsom,4,14
Folsom,5,25
Folsom,6,9
Folsom,7,16
Folsom,8,25
Folsom,9,19
Folsom,10,34
Folsom,11,26
Folsom,12,37
Fombell,3,2
Fombell,6,1
Fombell,12,3
Fond du Lac,1,14
Fond du Lac,2,17
Fond du Lac,3,2
Fond du Lac,4,5
Fond du Lac,5,8
Fond du Lac,6,7
Fond du Lac,7,7
Fond du Lac,8,10
Fond du Lac,9,8
Fond du Lac,10,7
Fond du Lac,11,4
Fond du Lac,12,3
Fonda,2,5
Fonda,5,1
Fonda,6,5
Fonda,7,1
Fontana,1,442
Fontana,2,473
Fontana,3,268
Fontana,4,274
Fontana,5,213
Fontana,6,209
Fontana,7,196
Fontana,8,257
Fontana,9,252
Fontana,10,144
Fontana,11,251
Fontana,12,319
Foothill Ranch,1,3
Foothill Ranch,2,7
Foothill Ranch,3,1
Foothill Ranch,4,5
Foothill Ranch,5,3
Foothill Ranch,6,5
Foothill Ranch,7,2
Foothill Ranch,8,9
Foothill Ranch,9,6
Foothill Ranch,10,4
Foothill Ranch,11,8
Foothill Ranch,12,7
Forbes,10,1
Forbestown,1,4
Forbestown,2,4
Forbestown,3,2
Forbestown,5,1
Forbestown,6,1
Forbestown,7,3
Forbestown,8,1
Force,1,1
Force,3,1
Force,5,2
Ford,1,6
Ford,2,1
Ford,3,1
Ford,4,2
Ford,5,1
Ford,7,2
Ford,8,1
Ford,10,3
Ford,11,2
Ford,12,1
Ford City,10,3
Fordoche,2,4
Fordoche,11,2
Fords,1,33
Fords,2,41
Fords,3,24
Fords,4,20
Fords,5,18
Fords,6,35
Fords,7,28
Fords,8,19
Fords,9,15
Fords,10,4
Fords,11,9
Fords,12,18
Fordsville,7,1
Fordyce,1,1
Fordyce,2,1
Fordyce,3,2
Fordyce,5,2
Fordyce,6,6
Fordyce,8,2
Fordyce,9,1
Fordyce,11,9
Fordyce,12,1
Forest,1,12
Forest,2,19
Forest,3,8
Forest,4,19
Forest,5,11
Forest,6,5
Forest,7,12
Forest,8,16
Forest,9,4
Forest,10,14
Forest,11,14
Forest,12,13
Forest City,1,10
Forest City,2,10
Forest City,3,1
Forest City,4,2
Forest City,5,3
Forest City,6,7
Forest City,7,2
Forest City,8,1
Forest City,9,14
Forest City,10,6
Forest City,11,1
Forest City,12,4
Forest Grove,1,21
Forest Grove,2,9
Forest Grove,3,10
Forest Grove,4,11
Forest Grove,5,2
Forest Grove,6,5
Forest Grove,7,6
Forest Grove,8,8
Forest Grove,9,7
Forest Grove,10,2
Forest Grove,11,7
Forest Grove,12,27
Forest Hill,1,16
Forest Hill,2,8
Forest Hill,3,10
Forest Hill,4,5
Forest Hill,5,10
Forest Hill,7,2
Forest Hill,8,1
Forest Hill,9,1
Forest Hill,10,1
Forest Hill,11,1
Forest Hill,12,3
Forest Hills,1,53
Forest Hills,2,35
Forest Hills,3,16
Forest Hills,4,32
Forest Hills,5,56
Forest Hills,6,62
Forest Hills,7,66
Forest Hills,8,56
Forest Hills,9,45
Forest Hills,10,47
Forest Hills,11,23
Forest Hills,12,45
Forest Home,6,1
Forest Knolls,1,1
Forest Knolls,3,1
Forest Knolls,4,2
Forest Knolls,6,2
Forest Knolls,10,1
Forest Lake,1,92
Forest Lake,2,76
Forest Lake,3,39
Forest Lake,4,29
Forest Lake,5,39
Forest Lake,6,22
Forest Lake,7,17
Forest Lake,8,31
Forest Lake,9,22
Forest Lake,10,22
Forest Lake,11,39
Forest Lake,12,102
Forest Lakes,1,2
Forest Lakes,2,4
Forest Lakes,3,2
Forest Lakes,4,1
Forest Lakes,5,3
Forest Lakes,7,2
Forest Lakes,8,8
Forest Lakes,9,1
Forest Lakes,10,6
Forest Lakes,11,2
Forest Park,1,83
Forest Park,2,71
Forest Park,3,53
Forest Park,4,48
Forest Park,5,57
Forest Park,6,42
Forest Park,7,59
Forest Park,8,57
Forest Park,9,72
Forest Park,10,32
Forest Park,11,43
Forest Park,12,43
Forest Ranch,1,20
Forest Ranch,2,9
Forest Ranch,3,2
Forest Ranch,4,3
Forest Ranch,5,6
Forest Ranch,6,9
Forest Ranch,7,2
Forest Ranch,8,7
Forest Ranch,9,5
Forest Ranch,10,3
Forest Ranch,11,2
Forest Ranch,12,20
Foresthill,1,23
Foresthill,2,16
Foresthill,3,8
Foresthill,4,6
Foresthill,5,13
Foresthill,6,20
Foresthill,7,15
Foresthill,8,12
Foresthill,9,12
Foresthill,10,11
Foresthill,11,11
Foresthill,12,19
Foreston,1,2
Foreston,2,1
Foreston,9,2
Foreston,11,1
Foreston,12,3
Forestport,1,1
Forestport,3,1
Forestport,4,1
Forestport,5,5
Forestport,6,1
Forestport,7,3
Forestport,12,1
Forestville,1,12
Forestville,2,22
Forestville,3,12
Forestville,4,9
Forestville,5,5
Forestville,6,12
Forestville,7,20
Forestville,8,20
Forestville,9,16
Forestville,10,9
Forestville,11,15
Forestville,12,28
Foristell,1,3
Foristell,2,16
Foristell,3,6
Foristell,4,2
Foristell,5,6
Foristell,6,13
Foristell,7,3
Foristell,8,2
Foristell,9,4
Foristell,10,3
Foristell,11,4
Foristell,12,3
Fork,1,3
Fork,2,2
Fork,3,3
Fork,4,1
Fork,6,1
Fork,7,2
Fork,8,2
Fork,9,4
Fork,11,3
Fork,12,3
Fork Union,2,2
Fork Union,3,1
Fork Union,5,6
Fork Union,7,4
Forked River,1,14
Forked River,2,10
Forked River,3,5
Forked River,4,6
Forked River,5,2
Forked River,6,11
Forked River,7,1
Forked River,8,7
Forked River,9,12
Forked River,10,10
Forked River,11,5
Forked River,12,3
Forkland,5,1
Forkland,10,1
Forkland,12,1
Forks,1,4
Forks,2,2
Forks,3,1
Forks,6,4
Forks,7,6
Forks,8,2
Forks,9,4
Forks,11,1
Forks,12,1
Forks of Salmon,1,2
Forks of Salmon,4,4
Forks of Salmon,6,2
Forks of Salmon,8,3
Forks of Salmon,12,3
Forksville,2,1
Forksville,3,5
Forksville,4,2
Forksville,8,2
Forksville,9,7
Forksville,11,2
Forman,2,1
Forman,12,1
Formoso,3,2
Forney,1,46
Forney,2,34
Forney,3,32
Forney,4,29
Forney,5,20
Forney,6,48
Forney,7,38
Forney,8,32
Forney,9,32
Forney,10,26
Forney,11,25
Forney,12,22
Forrest,5,1
Forrest City,1,4
Forrest City,2,9
Forrest City,3,6
Forrest City,4,6
Forrest City,5,11
Forrest City,6,18
Forrest City,7,7
Forrest City,8,2
Forrest City,9,11
Forrest City,10,18
Forrest City,11,2
Forrest City,12,21
Forreston,2,1
Forreston,4,2
Forreston,7,3
Forreston,9,1
Forreston,12,6
Forsyth,1,39
Forsyth,2,39
Forsyth,3,33
Forsyth,4,94
Forsyth,5,20
Forsyth,6,21
Forsyth,7,30
Forsyth,8,56
Forsyth,9,34
Forsyth,10,30
Forsyth,11,54
Forsyth,12,65
Fort A P Hill,3,1
Fort Ann,1,6
Fort Ann,2,8
Fort Ann,3,6
Fort Ann,4,3
Fort Ann,5,2
Fort Ann,6,2
Fort Ann,7,7
Fort Ann,8,17
Fort Ann,9,7
Fort Ann,10,10
Fort Ann,11,14
Fort Ann,12,9
Fort Atkinson,2,1
Fort Atkinson,11,4
Fort Atkinson,12,1
Fort Belvoir,1,7
Fort Belvoir,2,1
Fort Belvoir,3,5
Fort Belvoir,4,1
Fort Belvoir,6,4
Fort Belvoir,7,3
Fort Belvoir,8,4
Fort Belvoir,9,5
Fort Belvoir,10,11
Fort Belvoir,11,5
Fort Belvoir,12,8
Fort Benning,3,1
Fort Benning,4,2
Fort Benning,5,1
Fort Benning,8,1
Fort Benning,9,2
Fort Benton,2,5
Fort Benton,4,3
Fort Benton,7,1
Fort Benton,8,4
Fort Benton,9,1
Fort Benton,10,1
Fort Benton,11,2
Fort Benton,12,4
Fort Bidwell,8,1
Fort Bidwell,10,1
Fort Blackmore,1,1
Fort Blackmore,2,3
Fort Bliss,1,3
Fort Bliss,2,4
Fort Bliss,3,3
Fort Bliss,4,4
Fort Bliss,5,4
Fort Bliss,6,5
Fort Bliss,7,2
Fort Bliss,8,6
Fort Bliss,9,1
Fort Bragg,1,42
Fort Bragg,2,16
Fort Bragg,3,10
Fort Bragg,4,13
Fort Bragg,5,16
Fort Bragg,6,21
Fort Bragg,7,29
Fort Bragg,8,24
Fort Bragg,9,34
Fort Bragg,10,17
Fort Bragg,11,26
Fort Bragg,12,28
Fort Branch,2,1
Fort Branch,4,1
Fort Branch,7,6
Fort Branch,8,3
Fort Bridger,1,17
Fort Bridger,2,10
Fort Bridger,3,5
Fort Bridger,4,14
Fort Bridger,8,5
Fort Bridger,9,3
Fort Bridger,10,1
Fort Bridger,11,9
Fort Bridger,12,35
Fort Calhoun,4,2
Fort Calhoun,6,4
Fort Campbell,2,1
Fort Campbell,6,2
Fort Campbell,10,1
Fort Collins,1,36
Fort Collins,2,29
Fort Collins,3,51
Fort Collins,4,36
Fort Collins,5,24
Fort Collins,6,29
Fort Collins,7,49
Fort Collins,8,21
Fort Collins,9,41
Fort Collins,10,38
Fort Collins,11,30
Fort Collins,12,37
Fort Davis,1,13
Fort Davis,6,1
Fort Davis,8,1
Fort Defiance,1,1
Fort Defiance,2,5
Fort Defiance,3,10
Fort Defiance,4,4
Fort Defiance,5,2
Fort Defiance,6,1
Fort Defiance,7,2
Fort Defiance,8,1
Fort Defiance,9,1
Fort Defiance,10,2
Fort Defiance,11,10
Fort Defiance,12,1
Fort Denaud,1,8
Fort Denaud,6,1
Fort Denaud,8,1
Fort Denaud,9,3
Fort Denaud,12,1
Fort Deposit,1,6
Fort Deposit,2,5
Fort Deposit,3,9
Fort Deposit,4,3
Fort Deposit,5,11
Fort Deposit,6,5
Fort Deposit,7,5
Fort Deposit,8,6
Fort Deposit,9,1
Fort Deposit,11,3
Fort Deposit,12,10
Fort Dix,2,1
Fort Dix,8,1
Fort Dodge,1,1
Fort Dodge,2,3
Fort Dodge,6,1
Fort Dodge,7,2
Fort Dodge,9,1
Fort Dodge,12,1
Fort Drum,12,3
Fort Duchesne,1,3
Fort Duchesne,3,3
Fort Duchesne,7,1
Fort Duchesne,9,3
Fort Duchesne,10,3
Fort Duchesne,11,1
Fort Duchesne,12,2
Fort Edward,1,5
Fort Edward,2,6
Fort Edward,3,2
Fort Edward,5,1
Fort Edward,6,11
Fort Edward,7,2
Fort Edward,8,7
Fort Edward,9,9
Fort Edward,10,11
Fort Edward,11,8
Fort Edward,12,10
Fort Eustis,7,1
Fort Eustis,11,1
Fort Garland,1,11
Fort Garland,2,5
Fort Garland,4,6
Fort Garland,5,2
Fort Garland,6,4
Fort Garland,7,7
Fort Garland,8,3
Fort Garland,11,3
Fort Garland,12,9
Fort Gay,3,1
Fort George G Meade,1,2
Fort George G Meade,2,5
Fort George G Meade,3,1
Fort George G Meade,4,9
Fort George G Meade,5,4
Fort George G Meade,6,1
Fort George G Meade,7,7
Fort George G Meade,8,2
Fort George G Meade,9,4
Fort George G Meade,10,2
Fort George G Meade,11,1
Fort George G Meade,12,5
Fort Gibson,1,1
Fort Gordon,2,1
Fort Gratiot,1,2
Fort Gratiot,2,1
Fort Gratiot,3,1
Fort Gratiot,4,4
Fort Gratiot,6,2
Fort Gratiot,7,5
Fort Gratiot,8,2
Fort Gratiot,9,3
Fort Gratiot,12,4
Fort Hancock,2,1
Fort Hancock,4,1
Fort Hancock,6,5
Fort Hancock,8,3
Fort Hancock,10,2
Fort Hancock,11,7
Fort Hancock,12,3
Fort Harrison,2,1
Fort Harrison,9,3
Fort Hill,1,2
Fort Hill,10,1
Fort Hill,11,2
Fort Hood,11,11
Fort Jones,1,1
Fort Jones,2,4
Fort Jones,3,2
Fort Jones,4,3
Fort Jones,5,5
Fort Jones,6,4
Fort Jones,7,5
Fort Jones,8,9
Fort Jones,9,2
Fort Jones,10,4
Fort Jones,11,11
Fort Jones,12,6
Fort Klamath,1,2
Fort Klamath,2,2
Fort Klamath,8,5
Fort Klamath,10,4
Fort Knox,7,1
Fort Knox,9,1
Fort Lauderdale,1,1115
Fort Lauderdale,2,947
Fort Lauderdale,3,692
Fort Lauderdale,4,732
Fort Lauderdale,5,749
Fort Lauderdale,6,706
Fort Lauderdale,7,616
Fort Lauderdale,8,623
Fort Lauderdale,9,642
Fort Lauderdale,10,536
Fort Lauderdale,11,698
Fort Lauderdale,12,836
Fort Lawn,1,6
Fort Lawn,2,5
Fort Lawn,3,2
Fort Lawn,4,8
Fort Lawn,5,5
Fort Lawn,6,10
Fort Lawn,7,2
Fort Lawn,8,15
Fort Lawn,9,7
Fort Lawn,10,11
Fort Lawn,11,2
Fort Lawn,12,9
Fort Lee,1,185
Fort Lee,2,142
Fort Lee,3,140
Fort Lee,4,153
Fort Lee,5,256
Fort Lee,6,206
Fort Lee,7,177
Fort Lee,8,176
Fort Lee,9,164
Fort Lee,10,146
Fort Lee,11,104
Fort Lee,12,121
Fort Littleton,2,11
Fort Littleton,3,2
Fort Littleton,4,9
Fort Littleton,5,4
Fort Littleton,6,1
Fort Littleton,7,1
Fort Littleton,8,7
Fort Littleton,10,1
Fort Littleton,11,1
Fort Littleton,12,5
Fort Loudon,2,3
Fort Loudon,7,5
Fort Loudon,10,4
Fort Loudon,12,1
Fort Lupton,1,2
Fort Lupton,2,6
Fort Lupton,3,4
Fort Lupton,4,1
Fort Lupton,5,2
Fort Lupton,6,4
Fort Lupton,9,10
Fort Lupton,12,3
Fort Madison,3,4
Fort Madison,9,1
Fort Mc Coy,1,10
Fort Mc Coy,2,11
Fort Mc Coy,3,2
Fort Mc Coy,4,6
Fort Mc Coy,5,3
Fort Mc Coy,6,4
Fort Mc Coy,7,6
Fort Mc Coy,8,7
Fort Mc Coy,9,6
Fort Mc Coy,10,4
Fort Mc Coy,11,6
Fort Mc Coy,12,7
Fort McCoy,1,7
Fort McCoy,2,1
Fort McCoy,3,1
Fort McCoy,4,1
Fort McCoy,5,2
Fort McCoy,6,3
Fort McCoy,7,2
Fort McCoy,8,3
Fort McCoy,9,2
Fort McCoy,10,2
Fort McCoy,11,3
Fort McCoy,12,7
Fort McDowell,1,11
Fort McDowell,2,8
Fort McDowell,3,5
Fort McDowell,4,9
Fort McDowell,5,2
Fort McDowell,6,2
Fort McDowell,7,9
Fort McDowell,8,7
Fort McDowell,9,9
Fort McDowell,10,9
Fort McDowell,11,5
Fort McDowell,12,8
Fort Meade,2,4
Fort Meade,3,6
Fort Meade,4,3
Fort Meade,5,1
Fort Meade,6,4
Fort Meade,7,1
Fort Meade,8,2
Fort Meade,9,1
Fort Meade,11,3
Fort Meade,12,1
Fort Mill,1,231
Fort Mill,2,169
Fort Mill,3,110
Fort Mill,4,163
Fort Mill,5,169
Fort Mill,6,174
Fort Mill,7,166
Fort Mill,8,203
Fort Mill,9,179
Fort Mill,10,122
Fort Mill,11,136
Fort Mill,12,223
Fort Mitchell,1,17
Fort Mitchell,2,11
Fort Mitchell,3,8
Fort Mitchell,4,7
Fort Mitchell,5,5
Fort Mitchell,6,10
Fort Mitchell,7,8
Fort Mitchell,8,6
Fort Mitchell,9,4
Fort Mitchell,11,3
Fort Mohave,1,6
Fort Mohave,2,5
Fort Mohave,3,8
Fort Mohave,5,6
Fort Mohave,6,5
Fort Mohave,7,2
Fort Mohave,8,3
Fort Mohave,9,4
Fort Mohave,10,2
Fort Mohave,11,4
Fort Mohave,12,2
Fort Monmouth,1,1
Fort Monroe,1,11
Fort Monroe,2,6
Fort Monroe,3,3
Fort Monroe,4,7
Fort Monroe,5,6
Fort Monroe,6,6
Fort Monroe,7,4
Fort Monroe,8,8
Fort Monroe,9,9
Fort Monroe,10,7
Fort Monroe,11,16
Fort Monroe,12,16
Fort Montgomery,1,5
Fort Montgomery,2,24
Fort Montgomery,3,5
Fort Montgomery,4,10
Fort Montgomery,5,2
Fort Montgomery,6,13
Fort Montgomery,7,10
Fort Montgomery,8,22
Fort Montgomery,9,13
Fort Montgomery,10,10
Fort Montgomery,11,7
Fort Montgomery,12,4
Fort Morgan,1,5
Fort Morgan,2,3
Fort Morgan,3,3
Fort Morgan,4,5
Fort Morgan,5,1
Fort Morgan,6,7
Fort Morgan,7,9
Fort Morgan,8,10
Fort Morgan,9,5
Fort Morgan,10,4
Fort Morgan,11,5
Fort Morgan,12,10
Fort Myer,1,7
Fort Myer,2,8
Fort Myer,3,5
Fort Myer,4,6
Fort Myer,5,5
Fort Myer,6,9
Fort Myer,7,1
Fort Myer,8,1
Fort Myer,9,2
Fort Myer,10,2
Fort Myer,11,8
Fort Myer,12,10
Fort Myers,1,1298
Fort Myers,2,1122
Fort Myers,3,739
Fort Myers,4,708
Fort Myers,5,431
Fort Myers,6,558
Fort Myers,7,386
Fort Myers,8,537
Fort Myers,9,591
Fort Myers,10,598
Fort Myers,11,858
Fort Myers,12,857
Fort Myers Beach,1,22
Fort Myers Beach,2,23
Fort Myers Beach,3,16
Fort Myers Beach,4,9
Fort Myers Beach,5,8
Fort Myers Beach,6,11
Fort Myers Beach,7,13
Fort Myers Beach,8,11
Fort Myers Beach,9,10
Fort Myers Beach,10,9
Fort Myers Beach,11,13
Fort Myers Beach,12,14
Fort Oglethorpe,2,1
Fort Oglethorpe,10,1
Fort Payne,1,2
Fort Payne,2,2
Fort Payne,3,2
Fort Payne,4,5
Fort Payne,5,2
Fort Payne,6,3
Fort Payne,7,2
Fort Payne,8,11
Fort Payne,10,2
Fort Payne,12,5
Fort Peck,12,1
Fort Pierce,1,54
Fort Pierce,2,70
Fort Pierce,3,35
Fort Pierce,4,71
Fort Pierce,5,30
Fort Pierce,6,67
Fort Pierce,7,83
Fort Pierce,8,52
Fort Pierce,9,59
Fort Pierce,10,27
Fort Pierce,11,55
Fort Pierce,12,29
Fort Plain,1,9
Fort Plain,2,10
Fort Plain,3,14
Fort Plain,4,1
Fort Plain,5,1
Fort Plain,6,1
Fort Plain,7,9
Fort Plain,8,7
Fort Plain,9,5
Fort Plain,10,2
Fort Plain,11,13
Fort Recovery,8,1
Fort Rice,3,1
Fort Rice,5,1
Fort Ripley,1,5
Fort Ripley,2,4
Fort Ripley,3,1
Fort Ripley,4,3
Fort Ripley,5,7
Fort Ripley,6,2
Fort Ripley,7,2
Fort Ripley,9,1
Fort Ripley,10,3
Fort Ripley,11,5
Fort Ripley,12,2
Fort Ripley city,8,2
Fort Rock,1,3
Fort Rock,4,1
Fort Rock,5,1
Fort Rock,7,2
Fort Rock,8,2
Fort Rock,10,2
Fort Rock,11,1
Fort Rock,12,2
Fort Rucker,1,5
Fort Rucker,7,1
Fort Rucker,8,1
Fort Rucker,10,2
Fort Rucker,11,1
Fort Scott,1,1
Fort Scott,8,1
Fort Shaw,1,2
Fort Shaw,2,3
Fort Shaw,4,1
Fort Shaw,7,1
Fort Shaw,9,2
Fort Shaw,12,1
Fort Sill,12,1
Fort Smith,1,94
Fort Smith,2,30
Fort Smith,3,27
Fort Smith,4,54
Fort Smith,5,24
Fort Smith,6,9
Fort Smith,7,21
Fort Smith,8,15
Fort Smith,9,44
Fort Smith,10,5
Fort Smith,11,38
Fort Smith,12,39
Fort Stockton,2,1
Fort Stockton,3,2
Fort Stockton,5,1
Fort Stockton,7,4
Fort Stockton,8,7
Fort Stockton,9,2
Fort Stockton,10,7
Fort Stockton,12,7
Fort Thomas,1,1
Fort Thomas,2,1
Fort Thomas,3,4
Fort Thomas,4,1
Fort Thomas,6,4
Fort Thomas,7,2
Fort Thomas,8,2
Fort Thomas,9,1
Fort Thomas,10,2
Fort Thomas,11,1
Fort Thomas,12,4
Fort Valley,1,9
Fort Valley,2,1
Fort Valley,3,8
Fort Valley,4,17
Fort Valley,5,5
Fort Valley,6,4
Fort Valley,7,9
Fort Valley,8,12
Fort Valley,9,12
Fort Valley,10,13
Fort Valley,11,5
Fort Valley,12,10
Fort Walton Beach,1,128
Fort Walton Beach,2,51
Fort Walton Beach,3,46
Fort Walton Beach,4,78
Fort Walton Beach,5,122
Fort Walton Beach,6,70
Fort Walton Beach,7,79
Fort Walton Beach,8,58
Fort Walton Beach,9,44
Fort Walton Beach,10,65
Fort Walton Beach,11,57
Fort Walton Beach,12,79
Fort Washington,1,112
Fort Washington,2,105
Fort Washington,3,84
Fort Washington,4,80
Fort Washington,5,104
Fort Washington,6,96
Fort Washington,7,62
Fort Washington,8,101
Fort Washington,9,113
Fort Washington,10,108
Fort Washington,11,123
Fort Washington,12,131
Fort Wayne,1,47
Fort Wayne,2,45
Fort Wayne,3,42
Fort Wayne,4,27
Fort Wayne,5,14
Fort Wayne,6,23
Fort Wayne,7,24
Fort Wayne,8,9
Fort Wayne,9,30
Fort Wayne,10,28
Fort Wayne,11,10
Fort Wayne,12,21
Fort White,1,4
Fort White,2,4
Fort White,3,6
Fort White,4,4
Fort White,5,10
Fort White,6,4
Fort White,7,7
Fort White,8,12
Fort White,9,7
Fort White,10,6
Fort White,11,5
Fort White,12,13
Fort Worth,1,845
Fort Worth,2,532
Fort Worth,3,441
Fort Worth,4,507
Fort Worth,5,483
Fort Worth,6,562
Fort Worth,7,509
Fort Worth,8,700
Fort Worth,9,603
Fort Worth,10,391
Fort Worth,11,439
Fort Worth,12,559
Fort Yates,5,2
Fort Yates,7,1
Fort Yates,8,1
Fort Yates,10,1
Fort Yates,12,1
Fortine,2,1
Fortine,9,1
Fortson,1,6
Fortson,2,3
Fortson,4,1
Fortson,5,3
Fortson,6,5
Fortson,7,1
Fortson,8,2
Fortson,10,6
Fortson,11,6
Fortson,12,6
Fortuna,1,15
Fortuna,2,20
Fortuna,3,19
Fortuna,4,7
Fortuna,5,9
Fortuna,6,8
Fortuna,7,12
Fortuna,8,10
Fortuna,9,14
Fortuna,10,8
Fortuna,11,14
Fortuna,12,36
Fortville,2,1
Fortville,3,1
Fortville,4,1
Fortville,7,1
Fossil,1,5
Fossil,3,6
Fossil,5,1
Fossil,6,3
Fossil,7,2
Fossil,8,4
Fossil,9,6
Fossil,11,7
Fossil,12,4
Fosston,1,3
Fosston,2,1
Fosston,3,3
Fosston,6,1
Fosston,7,2
Fosston,9,4
Fosston,10,1
Fosston,11,1
Fosston,12,6
Foster,1,14
Foster,2,8
Foster,3,4
Foster,4,2
Foster,5,3
Foster,6,7
Foster,7,4
Foster,8,3
Foster,9,8
Foster,10,4
Foster,11,4
Foster,12,3
Foster City,5,9
Foster City,6,1
Foster City,7,1
Foster City,8,1
Foster City,10,1
Fosters,1,12
Fosters,2,18
Fosters,3,12
Fosters,4,11
Fosters,5,3
Fosters,6,5
Fosters,7,11
Fosters,8,8
Fosters,9,3
Fosters,10,1
Fosters,11,5
Fosters,12,9
Fostoria,1,1
Fouke,5,2
Fouke,7,1
Fouke,8,1
Fouke,9,1
Fouke,11,1
Fountain,1,56
Fountain,2,42
Fountain,3,29
Fountain,4,20
Fountain,5,23
Fountain,6,28
Fountain,7,36
Fountain,8,42
Fountain,9,43
Fountain,10,23
Fountain,11,31
Fountain,12,53
Fountain City,8,10
Fountain Green,1,2
Fountain Green,6,3
Fountain Green,11,3
Fountain Green,12,2
Fountain Hill,5,2
Fountain Hill,9,6
Fountain Hill,11,2
Fountain Hills,1,1
Fountain Inn,1,70
Fountain Inn,2,33
Fountain Inn,3,50
Fountain Inn,4,50
Fountain Inn,5,35
Fountain Inn,6,50
Fountain Inn,7,43
Fountain Inn,8,51
Fountain Inn,9,35
Fountain Inn,10,38
Fountain Inn,11,46
Fountain Inn,12,62
Fountain Valley,1,82
Fountain Valley,2,104
Fountain Valley,3,64
Fountain Valley,4,55
Fountain Valley,5,64
Fountain Valley,6,63
Fountain Valley,7,46
Fountain Valley,8,81
Fountain Valley,9,83
Fountain Valley,10,36
Fountain Valley,11,45
Fountain Valley,12,50
Four Oaks,1,3
Four Oaks,2,8
Four Oaks,3,11
Four Oaks,4,14
Four Oaks,5,11
Four Oaks,6,4
Four Oaks,7,14
Four Oaks,8,12
Four Oaks,9,3
Four Oaks,10,7
Four Oaks,11,10
Four Oaks,12,11
Fowler,1,60
Fowler,2,29
Fowler,3,36
Fowler,4,25
Fowler,5,20
Fowler,6,37
Fowler,7,31
Fowler,8,39
Fowler,9,40
Fowler,10,32
Fowler,11,35
Fowler,12,39
Fowlerville,1,5
Fowlerville,2,14
Fowlerville,4,10
Fowlerville,5,13
Fowlerville,7,7
Fowlerville,8,5
Fowlerville,10,4
Fowlerville,11,8
Fowlerville,12,1
Fox,1,2
Fox Island,11,1
Fox Lake,1,7
Fox Lake,2,5
Fox Lake,3,4
Fox Lake,6,3
Fox Lake,7,1
Fox Lake,8,7
Fox Lake,9,7
Fox Lake,10,2
Fox Lake,11,6
Fox Lake,12,1
Fox River Grove,5,1
Fox River Grove,7,1
Fox River Grove,9,2
Fox River Grove,12,1
Foxboro,1,11
Foxboro,2,27
Foxboro,3,23
Foxboro,4,17
Foxboro,5,21
Foxboro,6,21
Foxboro,7,16
Foxboro,8,18
Foxboro,9,21
Foxboro,10,10
Foxboro,11,14
Foxboro,12,15
Foxburg,3,1
Foxburg,6,1
Foxworth,12,2
Frackville,1,6
Frackville,3,3
Frackville,4,1
Frackville,6,1
Frackville,8,14
Frackville,9,2
Frackville,11,5
Frametown,1,1
Frametown,5,1
Frametown,6,5
Frametown,8,2
Frametown,10,7
Frametown,12,1
Framingham,1,16
Framingham,2,34
Framingham,3,10
Framingham,4,14
Framingham,5,16
Framingham,6,14
Framingham,7,18
Framingham,8,17
Framingham,9,15
Framingham,10,10
Framingham,11,16
Framingham,12,10
Francesville,1,5
Franconia,1,1
Franconia,2,2
Franconia,7,1
Franconia,8,3
Frankenmuth,6,2
Frankenmuth,8,2
Frankford,1,3
Frankford,4,2
Frankford,5,1
Frankford,6,9
Frankford,7,2
Frankford,8,4
Frankford,9,3
Frankford,11,1
Frankford,12,1
Frankfort,1,20
Frankfort,2,33
Frankfort,3,17
Frankfort,4,13
Frankfort,5,6
Frankfort,6,10
Frankfort,7,25
Frankfort,8,16
Frankfort,9,6
Frankfort,10,12
Frankfort,11,14
Frankfort,12,18
Franklin,1,99
