City,Severity,Total Accidents
Sturgeon Bay,2,6
Sturgeon Bay,4,1
Sturgeon Lake,2,52
Sturtevant,2,60
Sturtevant,3,16
Sturtevant,4,1
Stuttgart,2,7
Stuttgart,4,7
Stuyvesant,2,10
Stuyvesant,4,2
Suamico,2,4
Sublimity,2,49
Sublimity,4,3
Succasunna,2,8
Suches,2,1
Sudbury,1,1
Sudbury,2,3
Sudlersville,2,45
Sudlersville,3,4
Sudlersville,4,10
Suffern,2,271
Suffern,3,26
Suffern,4,4
Suffield,2,3
Suffield,4,1
Suffolk,1,11
Suffolk,2,1252
Suffolk,3,76
Suffolk,4,102
Sugar City,2,5
Sugar City,4,1
Sugar Grove,2,41
Sugar Grove,3,15
Sugar Grove,4,12
Sugar Hill,2,1
Sugar Land,1,2
Sugar Land,2,113
Sugar Land,3,20
Sugar Land,4,7
Sugar Run,2,3
Sugarcreek,2,7
Sugarloaf,2,47
Sugarloaf,3,7
Sugarloaf,4,4
Suisun City,1,2
Suisun City,2,97
Suisun City,4,3
Suitland,1,2
Suitland,2,631
Suitland,3,27
Suitland,4,11
Sula,2,11
Sula,4,1
Sulligent,2,4
Sulligent,4,2
Sullivan,2,11
Sullivan,3,10
Sullivan,4,5
Sullivan City,1,1
Sullivans Island,2,2
Sulphur,2,81
Sulphur,3,29
Sulphur,4,9
Sultan,2,30
Sultan,4,4
Sultana,2,8
Sumas,2,5
Sumerco,2,5
Sumerco,4,1
Sumerduck,2,4
Sumerduck,4,4
Sumiton,2,2
Summer Lake,2,25
Summer Shade,2,1
Summer Shade,4,1
Summerdale,2,12
Summerdale,3,1
Summerdale,4,3
Summerfield,1,4
Summerfield,2,562
Summerfield,3,1
Summerfield,4,15
Summerhill,1,1
Summerhill,2,38
Summerland,1,1
Summerland,2,174
Summerland,3,1
Summerland Key,2,40
Summerland Key,4,1
Summers,2,1
Summers,4,1
Summersville,2,9
Summersville,4,1
Summerton,1,1
Summerton,2,225
Summerton,3,37
Summerton,4,8
Summertown,2,2
Summerville,1,110
Summerville,2,2680
Summerville,3,61
Summerville,4,18
Summit,1,1
Summit,2,123
Summit,3,11
Summit,4,3
Summit Argo,2,34
Summit Argo,3,3
Summit Argo,4,4
Summit Hill,2,2
Summit Point,2,2
Sumner,1,1
Sumner,2,227
Sumner,3,11
Sumner,4,8
Sumpter,2,54
Sumrall,2,4
Sumrall,4,2
Sumter,1,51
Sumter,2,1264
Sumter,3,1
Sumter,4,27
Sumterville,1,2
Sumterville,2,20
Sumterville,4,1
Sun City,1,5
Sun City,2,290
Sun City,3,6
Sun City,4,2
Sun City Center,1,5
Sun City Center,2,139
Sun City Center,3,5
Sun City Center,4,2
Sun City West,1,1
Sun City West,2,97
Sun Lakes,2,11
Sun Prairie,1,1
Sun Prairie,2,59
Sun Prairie,3,1
Sun Prairie,4,5
Sun River,2,15
Sun River,4,1
Sun Valley,1,5
Sun Valley,2,965
Sun Valley,3,200
Sun Valley,4,9
Sunapee,2,1
Sunapee,3,4
Sunapee,4,1
Sunburg,2,15
Sunburst,2,4
Sunburst,4,1
Sunbury,1,1
Sunbury,2,291
Sunbury,3,18
Sunbury,4,20
Suncook,2,1
Sundance,2,5
Sunfield,2,3
Sunfield,4,5
Sunland,1,1
Sunland,2,134
Sunland,3,22
Sunman,2,24
Sunman,3,2
Sunman,4,6
Sunny Isles Beach,2,738
Sunnyside,2,10
Sunnyside,4,2
Sunnyvale,1,16
Sunnyvale,2,1066
Sunnyvale,3,6
Sunnyvale,4,2
Sunol,1,10
Sunol,2,969
Sunol,3,165
Sunol,4,5
Sunrise,2,27
Sunset,1,2
Sunset,2,80
Sunset,3,2
Sunset Beach,2,7
Sunset Beach,4,1
Sunset Valley,1,1
Sunset Valley,2,5
Superior,2,359
Superior,3,2
Superior,4,10
Superior city,2,4
Supply,2,21
Suquamish,1,1
Surfside,2,212
Surfside,4,1
Surfside Beach,2,26
Surprise,1,7
Surprise,2,634
Surprise,3,2
Surprise,4,4
Surrency,2,1
Surrency,4,1
Surrey,2,3
Surry,2,17
Surry,4,6
Susanville,1,3
Susanville,2,375
Susanville,4,6
Susquehanna,2,17
Susquehanna,4,3
Sussex,2,16
Sussex,4,4
Sutherland,1,1
Sutherland,2,58
Sutherland,4,16
Sutherlin,2,75
Sutherlin,3,2
Sutherlin,4,2
Sutter,1,1
Sutter,2,93
Sutter,4,1
Sutter Creek,1,2
Sutter Creek,2,81
Sutton,1,1
Sutton,2,46
Sutton,4,1
Suwanee,2,153
Suwanee,3,92
Suwanee,4,6
Suwannee,2,1
Swainsboro,2,15
Swainsboro,4,1
Swaledale,3,1
Swampscott,1,1
Swampscott,2,2
Swan,2,4
Swan,3,1
Swan River,2,21
Swan Valley,2,2
Swan Valley,4,1
Swannanoa,1,1
Swannanoa,2,65
Swannanoa,3,6
Swannanoa,4,5
Swansea,1,8
Swansea,2,409
Swansea,3,48
Swansea,4,5
Swanton,2,22
Swanton,3,28
Swanville,2,19
Swanzey,1,1
Swanzey,2,7
Swarthmore,2,27
Swarthmore,3,1
Swartz Creek,1,11
Swartz Creek,2,257
Swartz Creek,3,1
Swatara,2,6
Swayzee,2,4
Swayzee,4,2
Swedesboro,2,176
Swedesboro,3,11
Swedesboro,4,8
Sweeny,2,3
Sweet Grass,2,13
Sweet Home,2,61
Sweet Home,4,1
Sweet Springs,2,36
Sweet Springs,3,4
Sweet Springs,4,1
Sweet Valley,2,7
Sweet Valley,4,1
Sweet Water,4,1
Sweetwater,2,76
Sweetwater,3,10
Sweetwater,4,7
Swengel,2,12
Swifton,2,2
Swifton,4,2
Swiftwater,2,8
Swisher,2,105
Swisher,3,17
Swisher,4,5
Swisshome,2,25
Swoope,2,23
Swoope,4,13
Swords Creek,2,13
Swords Creek,4,6
Sycamore,1,1
Sycamore,2,32
Sycamore,3,8
Sycamore,4,6
Sykesville,2,105
Sykesville,3,10
Sykesville,4,15
Sylacauga,1,2
Sylacauga,2,17
Sylacauga,4,1
Sylmar,1,4
Sylmar,2,1796
Sylmar,3,380
Sylmar,4,25
Sylva,2,88
Sylva,3,1
Sylva,4,10
Sylvan Beach,2,7
Sylvania,2,30
Sylvania,3,3
Sylvania,4,6
Sylvester,2,9
Sylvester,4,2
Syosset,1,2
Syosset,2,191
Syosset,3,33
Syosset,4,2
Syracuse,1,3
Syracuse,2,1177
Syracuse,3,234
Syracuse,4,79
Taberg,2,41
Tabernacle,2,6
Tabiona,2,6
Table Rock,2,2
Table Rock,4,1
Tabor City,1,1
Tabor City,2,18
Tabor City,4,4
Tacna,2,1
Tacoma,1,24
Tacoma,2,1761
Tacoma,3,521
Tacoma,4,27
Taft,1,3
Taft,2,270
Taft,4,3
Tafton,2,14
Tahoe City,1,1
Tahoe City,2,238
Tahoe Vista,2,35
Tahoe Vista,4,1
Tahoma,2,25
Taiban,2,1
Takoma Park,2,98
Takoma Park,4,2
Talala,2,4
Talbott,2,2
Talbotton,2,1
Talco,2,1
Talent,2,99
Talent,3,4
Talent,4,1
Talking Rock,2,3
Talking Rock,4,1
Tall Timbers,2,4
Tall Timbers,4,2
Talladega,1,2
Talladega,2,10
Talladega,4,2
Tallahassee,1,35
Tallahassee,2,2696
Tallahassee,3,79
Tallahassee,4,18
Tallapoosa,2,37
Tallapoosa,4,2
Tallassee,2,16
Tallassee,3,1
Tallassee,4,1
Tallmadge,2,15
Tallmadge,3,15
Tallulah,2,20
Tallulah,3,10
Tallulah,4,1
Talmage,2,28
Talmo,2,2
Talmoon,2,2
Talpa,2,3
Talpa,4,2
Tama,1,1
Tama,2,11
Tama,4,6
Tamaqua,2,20
Tamaqua,4,5
Tamarac,2,7
Tamarack,2,13
Tamassee,2,17
Tamms,2,1
Tampa,1,310
Tampa,2,9239
Tampa,3,1269
Tampa,4,33
Taneytown,2,7
Tangent,2,101
Tanner,1,1
Tanner,2,158
Tanner,3,66
Tanner,4,1
Tannersville,1,1
Tannersville,2,84
Tannersville,3,20
Tannersville,4,10
Taos,2,3
Taos,4,1
Tappahannock,2,116
Tappahannock,4,37
Tappan,2,25
Tappan,4,1
Tappen,2,40
Tar Heel,2,24
Tar Heel,4,8
Tarboro,2,44
Tarboro,4,12
Tarentum,1,1
Tarentum,2,37
Tarentum,4,7
Tarpon Springs,1,33
Tarpon Springs,2,556
Tarpon Springs,4,1
Tarrs,2,4
Tarrytown,2,337
Tarrytown,3,43
Tarrytown,4,3
Tarzana,1,3
Tarzana,2,459
Tarzana,3,2
Tate,2,3
Tate,4,1
Tatum,2,3
Tatums,2,2
Taunton,1,3
Taunton,2,35
Taunton,3,1
Tavares,2,50
Tavernier,2,36
Tavernier,4,1
Taylor,1,4
Taylor,2,240
Taylor,3,82
Taylor,4,7
Taylor Mill,1,1
Taylor Mill,2,9
Taylors,1,126
Taylors,2,1308
Taylors,3,2
Taylors,4,5
Taylors Falls,2,23
Taylorsville,1,1
Taylorsville,2,93
Taylorsville,4,21
Tazewell,2,16
Tazewell,3,1
Tazewell,4,6
Teachey,2,2
Teachey,3,1
Teachey,4,1
Teague,3,1
Teaneck,2,497
Teaneck,3,63
Teaneck,4,9
Teasdale,2,13
Teaticket,1,1
Teaticket,2,2
Tecumseh,2,6
Tecumseh,3,1
Tecumseh,4,4
Teec Nos Pos,2,47
Teec Nos Pos,4,3
Tehachapi,1,3
Tehachapi,2,701
Tehachapi,3,2
Tehachapi,4,10
Tehama,2,2
Tejon Ranch,2,1
Tekamah,2,15
Tekonsha,2,18
Tekonsha,3,3
Tekonsha,4,3
Telford,1,6
Telford,2,222
Telford,3,2
Telford,4,3
Tell City,2,2
Tellico Plains,2,7
Tellico Plains,4,2
Telluride,2,2
Telluride,4,1
Temecula,1,7
Temecula,2,1163
Temecula,3,116
Temecula,4,4
Tempe,1,23
Tempe,2,2757
Tempe,3,172
Tempe,4,4
Temperance,2,6
Temperance,4,2
Temperanceville,2,21
Temperanceville,4,4
Temple,2,64
Temple,3,25
Temple,4,14
Temple City,2,26
Temple Hills,1,3
Temple Hills,2,582
Temple Hills,3,7
Temple Hills,4,9
Temple Terrace,2,4
Templeton,1,4
Templeton,2,350
Templeton,4,2
Ten Mile,2,1
Ten Mile,4,1
Tenafly,2,13
Tenaha,1,1
Tenino,2,17
Tenmile,2,19
Tennessee Colony,2,3
Tennessee Colony,4,2
Tennyson,2,8
Tensed,2,4
Tensed,4,1
Termo,2,51
Termo,4,1
Terra Alta,2,2
Terra Bella,1,3
Terra Bella,2,163
Terra Bella,4,1
Terra Ceia,2,53
Terra Ceia,3,11
Terra Ceia,4,1
Terrace Park,2,1
Terre Haute,2,86
Terre Haute,3,13
Terre Haute,4,10
Terre Hill,2,4
Terrebonne,1,2
Terrebonne,2,74
Terrebonne,4,2
Terrell,1,1
Terrell,2,128
Terrell,3,61
Terrell,4,13
Terry,2,46
Terry,3,10
Terry,4,3
Terryville,2,5
Terryville,4,2
Teterboro,2,29
Teterboro,3,9
Teterboro,4,1
Teton,2,1
Teton,4,1
Tetonia,2,2
Teutopolis,3,11
Tewksbury,1,21
Tewksbury,2,246
Tewksbury,3,24
Texarkana,2,144
Texarkana,3,18
Texarkana,4,23
Texas City,2,19
Texas City,3,9
Thackerville,3,1
Thatcher,2,5
Thatcher,4,1
Thawville,3,2
Thaxton,2,23
Thaxton,3,1
Thaxton,4,7
Thayer,1,1
Thayer,2,8
Thayer,4,3
The Colony,2,13
The Dalles,2,608
The Dalles,3,10
The Dalles,4,8
The Hills,2,4
The Plains,2,140
The Plains,3,21
The Plains,4,27
The Rock,2,2
The Rock,4,1
The Sea Ranch,2,20
The Villages,1,1
The Villages,2,131
Theodore,1,4
Theodore,2,118
Theodore,3,40
Theodore,4,4
Theresa,2,6
Theresa,3,2
Theresa,4,2
Thibodaux,2,26
Thibodaux,4,2
Thomasboro,3,3
Thomaston,2,49
Thomaston,4,9
Thomasville,1,3
Thomasville,2,175
Thomasville,3,8
Thomasville,4,32
Thompson,2,270
Thompson,3,13
Thompson,4,4
Thompson Falls,2,31
Thompson Falls,4,1
Thompsons Station,2,32
Thompsons Station,3,3
Thompsons Station,4,2
Thompson's Station,2,11
Thompson's Station,3,2
Thompsontown,2,106
Thompsontown,4,7
Thomson,2,57
Thomson,3,8
Thomson,4,9
Thonotosassa,1,11
Thonotosassa,2,121
Thonotosassa,3,2
Thoreau,2,9
Thoreau,3,1
Thorn Hill,2,4
Thorndale,2,48
Thorndale,4,1
Thornton,2,201
Thornton,3,47
Thornton,4,7
Thorntown,1,1
Thorntown,2,68
Thorntown,3,20
Thorntown,4,16
Thornville,1,2
Thornville,2,24
Thornville,3,20
Thornville,4,4
Thornwood,2,4
Thorofare,2,42
Thorofare,3,14
Thorp,2,9
Thorsby,2,8
Thousand Oaks,1,4
Thousand Oaks,2,323
Thousand Oaks,3,1
Thousand Oaks,4,4
Thrall,1,1
Thrall,2,1
Three Forks,2,134
Three Forks,4,1
Three Lakes,2,1
Three Lakes,4,1
Three Oaks,2,18
Three Oaks,3,2
Three Rivers,2,62
Three Springs,2,46
Three Springs,4,2
Throop,2,1
Thurman,1,1
Thurman,2,7
Thurman,3,2
Thurman,4,1
Thurmond,2,9
Thurmond,4,3
Thurmont,1,1
Thurmont,2,151
Thurmont,3,2
Thurmont,4,9
Thurston,1,1
Tichnor,2,1
Tichnor,4,1
Tickfaw,2,1
Ticonderoga,2,4
Ticonderoga,3,1
Ticonderoga,4,2
Tidewater,2,31
Tie Siding,2,2
Tie Siding,4,1
Tierra Amarilla,2,1
Tierra Verde,2,2
Tiffin,2,47
Tiffin,3,9
Tiffin,4,2
Tifton,1,1
Tifton,2,45
Tifton,3,24
Tifton,4,12
Tigerton,2,1
Tigerton,3,1
Tignall,2,1
Tijeras,2,11
Tijeras,3,7
Tilden,4,1
Tilghman,2,1
Tillamook,2,263
Tillamook,4,15
Tillar,2,9
Tillar,4,1
Tillatoba,2,5
Tillatoba,3,2
Tillatoba,4,1
Tiller,2,22
Tillman,1,1
Tillman,2,36
Tillson,2,46
Tilton,1,2
Tilton,2,22
Tilton,3,23
Tilton,4,1
Timber,2,59
Timber,4,3
Timberlake,2,5
Timberville,2,103
Timberville,4,18
Timmonsville,1,14
Timmonsville,2,399
Timmonsville,3,26
Timmonsville,4,3
Timpson,2,5
Timpson,4,2
Tinley Park,1,1
Tinley Park,2,77
Tinley Park,3,344
Tinley Park,4,2
Tinton Falls,2,19
Tinton Falls,3,1
Tioga,2,49
Tioga,3,1
Tioga,4,1
Tionesta,2,14
Tionesta,4,4
Tipp City,1,1
Tipp City,2,36
Tipp City,3,11
Tipp City,4,1
Tipton,1,1
Tipton,2,247
Tipton,3,4
Tipton,4,10
Titus,1,1
Titus,2,17
Titus,3,1
Titus,4,1
Titusville,1,1
Titusville,2,279
Titusville,3,47
Titusville,4,18
Tiverton,2,5
Tivoli,2,17
Toano,2,204
Toano,3,30
Toano,4,16
Tobaccoville,2,37
Tobaccoville,4,6
Tobyhanna,2,53
Tobyhanna,3,2
Tobyhanna,4,5
Toccoa,2,21
Toccoa,3,1
Toccoa,4,9
Toddville,2,7
Toddville,4,1
Tohatchi,2,2
Toledo,1,10
Toledo,2,523
Toledo,3,228
Toledo,4,11
Tolland,1,1
Tolland,2,91
Tolland,3,9
Tolland,4,6
Tolleson,1,2
Tolleson,2,384
Tolleson,3,17
Tolleson,4,2
Tollhouse,2,58
Tolono,2,1
Tolono,3,2
Tolovana Park,2,2
Toluca Lake,2,15
Tomah,2,35
Tomah,3,4
Tomah,4,4
Tomahawk,2,5
Tomahawk,4,2
Tomales,1,1
Tomales,2,25
Tomball,1,5
Tomball,2,118
Tomball,3,6
Tomball,4,5
Tomkins Cove,2,14
Tomkins Cove,4,1
Tompkinsville,2,3
Tompkinsville,4,1
Toms Brook,2,114
Toms Brook,3,26
Toms Brook,4,15
Toms River,1,1
Toms River,2,404
Toms River,3,8
Toms River,4,12
Tonalea,2,12
Tonalea,4,3
Tonasket,2,1
Tonasket,4,3
Tonawanda,2,288
Tonawanda,3,59
Tonawanda,4,4
Toney,1,1
Toney,2,48
Toney,3,2
Toney,4,1
Tonganoxie,2,17
Tonica,2,1
Tonica,3,6
Tonkawa,1,1
Tonkawa,4,1
Tonopah,1,1
Tonopah,2,287
Tonopah,3,25
Tonopah,4,12
Tonto Basin,2,15
Tonto Basin,4,1
Tooele,1,5
Tooele,2,507
Tooele,3,20
Tooele,4,1
Toomsboro,2,3
Toomsboro,4,1
Toomsuba,2,8
Toomsuba,3,3
Topanga,1,1
Topanga,2,179
Topanga,4,1
Topaz,2,25
Topeka,1,2
Topeka,2,53
Topeka,3,22
Topeka,4,19
Topock,2,10
Topock,3,2
Toponas,2,3
Toponas,4,2
Toppenish,2,3
Toppenish,4,1
Topping,2,21
Topping,4,7
Topsfield,1,1
Topsfield,2,4
Topsham,2,2
Topsham,3,1
Toquerville,2,22
Toquerville,3,2
Toronto,2,4
Torrance,1,23
Torrance,2,1604
Torrance,3,164
Torrance,4,4
Torrey,1,1
Torrey,2,10
Torrey,4,1
Torrington,2,43
Torrington,4,10
Tortilla Flat,2,28
Tortilla Flat,4,1
Toston,2,12
Totowa,2,124
Totowa,3,15
Toughkenamon,2,33
Toughkenamon,4,1
Toutle,2,2
Toutle,3,1
Towaco,2,23
Towaco,3,1
Towaco,4,1
Towanda,2,51
Towanda,3,20
Towanda,4,12
Towaoc,2,12
Towaoc,4,4
Tower,2,14
Tower City,2,16
Tower City,4,2
Town Creek,2,7
Towner,2,14
Townley,2,17
Townley,4,1
Townsend,1,6
Townsend,2,199
Townsend,3,6
Townsend,4,19
Townshend,1,1
Townshend,3,1
Township 1 Charlotte,2,2
Township of Washington,2,41
Township of Washington,3,1
Townville,1,10
Townville,2,241
Townville,3,9
Townville,4,6
Towson,1,1
Towson,2,406
Towson,3,56
Towson,4,21
Toxey,1,1
Trabuco Canyon,1,5
Trabuco Canyon,2,142
Trabuco Canyon,4,2
Tracy,1,37
Tracy,2,2789
Tracy,3,220
Tracy,4,8
Tracy City,2,8
Tracy City,4,1
Traer,4,2
Trafford,1,1
Trafford,2,59
Trafford,3,1
Trafford,4,5
Trail,2,42
Tranquillity,1,1
Tranquillity,2,49
Tranquillity,3,1
Transfer,2,3
Trappe,2,137
Trappe,3,5
Trappe,4,9
Travelers Rest,1,48
Travelers Rest,2,524
Travelers Rest,3,1
Travelers Rest,4,2
Traver,2,18
Traverse City,2,18
Traverse City,4,1
Travis AFB,2,2
Travis Air Force Base,2,3
Treasure Island,2,28
Trego,2,10
Tremont,1,1
Tremont,2,76
Tremont,3,18
Tremont,4,12
Tremonton,1,1
Tremonton,2,113
Tremonton,3,13
Trempealeau,3,1
Trent,3,1
Trenton,1,6
Trenton,2,1216
Trenton,3,155
Trenton,4,30
Tres Pinos,2,21
Trevorton,2,9
Treynor,2,4
Trezevant,2,2
Triadelphia,2,64
Triadelphia,4,1
Triangle,1,2
Triangle,2,432
Triangle,3,39
Triangle,4,4
Trimble,2,3
Trimble,4,1
Trimont,2,11
Trimont,4,1
Trinidad,1,1
Trinidad,2,280
Trinidad,3,24
Trinidad,4,10
Trinity,1,1
Trinity,2,194
Trinity,3,6
Trinity,4,10
Trinity Center,2,37
Trion,2,4
Trion,4,1
Trivoli,2,1
Trona,2,50
Trona,4,1
Tropic,2,6
Trotwood,1,1
Trotwood,2,2
Trout Creek,2,27
Trout Run,2,192
Trout Run,3,2
Trout Run,4,13
Troutdale,2,128
Troutdale,3,6
Troutdale,4,11
Troutman,2,83
Troutman,3,10
Troutman,4,6
Troutville,2,153
Troutville,3,29
Troutville,4,17
Trowbridge,2,4
Troy,1,15
Troy,2,1074
Troy,3,83
Troy,4,53
Truckee,1,2
Truckee,2,828
Truckee,3,34
Truckee,4,9
Truesdale,2,5
Truman,2,39
Trumann,2,30
Trumann,3,1
Trumann,4,3
Trumansburg,2,9
Trumansburg,4,4
Trumbull,2,332
Trumbull,3,2
Trumbull,4,10
Truro,2,4
Truro,3,3
Trussville,1,2
Trussville,2,119
Trussville,3,27
Trussville,4,3
Truth or Consequences,2,6
Truth or Consequences,3,1
Truth or Consequences,4,2
Tryon,1,1
Tryon,2,44
Tryon,3,1
Tryon,4,3
Tualatin,1,1
Tualatin,2,370
Tualatin,3,26
Tualatin,4,2
Tuba City,2,47
Tuba City,4,4
Tuckahoe,2,47
Tuckasegee,2,6
Tucker,1,1
Tucker,2,266
Tucker,3,119
Tucker,4,19
Tuckerton,1,1
Tuckerton,2,125
Tuckerton,3,1
Tuckerton,4,3
Tucson,1,283
Tucson,2,13969
Tucson,3,173
Tucson,4,64
Tucumcari,2,28
Tucumcari,3,3
Tujunga,2,100
Tujunga,3,1
Tukwila,1,1
Tukwila,2,12
Tukwila,3,2
Tulalip,2,6
Tulare,1,13
Tulare,2,1014
Tulare,3,1
Tulare,4,7
Tularosa,2,3
Tularosa,3,1
Tulelake,2,73
Tulelake,4,1
Tullahoma,2,1
Tully,2,35
Tully,3,5
Tully,4,4
Tulsa,1,525
Tulsa,2,7287
Tulsa,3,39
Tulsa,4,2
Tumwater,2,7
Tumwater,3,6
Tumwater,4,1
Tunkhannock,2,7
Tunkhannock,4,8
Tunnel Hill,2,28
Tunnel Hill,3,9
Tunnel Hill,4,1
Tuolumne,1,1
Tuolumne,2,100
Tupelo,2,33
Tupelo,3,5
Tupelo,4,5
Tupman,2,41
Tupman,3,2
Tupper Lake,2,2
Tupper Lake,3,1
Tupper Lake,4,2
Turbeville,1,1
Turbeville,2,50
Turbotville,2,54
Turin,2,2
Turin,4,1
Turkey,2,6
Turkey,4,2
Turlock,1,14
Turlock,2,831
Turlock,3,1
Turlock,4,3
Turner,2,19
Turrell,2,42
Turrell,4,3
Turtle Creek,1,1
Turtle Creek,2,3
Turtle Lake,2,1
Turtlepoint,2,13
Turtlepoint,4,1
Turtletown,2,1
Tuscaloosa,1,21
Tuscaloosa,2,2142
Tuscaloosa,3,93
Tuscaloosa,4,15
Tuscarora,2,7
Tuscola,2,1
Tuscola,3,34
Tuscumbia,1,1
Tuscumbia,2,88
Tuscumbia,3,1
Tuscumbia,4,4
Tuskegee,2,47
Tuskegee,3,53
Tuskegee,4,3
Tustin,1,3
Tustin,2,1457
Tustin,3,170
Tustin,4,2
Tuttle,2,2
Tuxedo Park,2,180
Tuxedo Park,4,1
Twain,2,35
Twain Harte,1,1
Twain Harte,2,153
Twain Harte,4,2
Twain Harte-Tuolumne City,2,2
Twin Bridges,2,61
Twin Bridges,4,1
Twin City,2,12
Twin City,3,10
Twin City,4,3
Twin Falls,2,28
Twin Falls,4,6
Twin Lakes,2,10
Twin Mountain,1,1
Twin Peaks,1,2
Twin Peaks,2,91
Twining,2,1
Twining,4,2
Twinsburg,1,2
Twinsburg,2,12
Twinsburg,3,9
Twinsburg,4,1
Two Buttes,2,1
Two Dot,2,7
Two Harbors,2,2
Ty Ty,2,2
Ty Ty,4,2
Tyaskin,2,1
Tybee Island,1,1
Tygh Valley,2,6
Tyler,1,11
Tyler,2,2177
Tyler,3,4
Tyler,4,5
Tyngsboro,1,1
Tyngsboro,2,26
Tyro,2,3
Tyro,4,1
Tyrone,1,1
Tyrone,2,387
Tyrone,3,18
Tyrone,4,31
Tyronza,2,21
Tyronza,3,2
Tyronza,4,2
Uhrichsville,1,1
Uhrichsville,2,1
Ukiah,1,3
Ukiah,2,538
Ukiah,3,1
Ukiah,4,3
Ullin,3,1
Ulm,2,2
Ulmer,1,3
Ulmer,2,20
Ulster,2,4
Ulster,4,3
Ulster Park,2,19
Ulster Park,4,3
Ulysses,2,28
Ulysses,3,1
Ulysses,4,2
Umatilla,2,237
Umatilla,4,4
Umpire,2,1
Umpire,4,1
Una,2,3
Unadilla,2,15
Unadilla,3,2
Unadilla,4,3
Uncasville,2,105
Uncasville,3,18
Uncasville,4,15
Underwood,1,1
Underwood,2,64
Underwood,3,7
Underwood,4,5
Unicoi,2,7
Unicoi,3,2
Unicoi,4,1
Union,1,14
Union,2,1403
Union,3,75
Union,4,42
Union Bridge,2,53
Union Bridge,4,5
Union City,1,7
Union City,2,986
Union City,3,212
Union City,4,22
Union Dale,2,4
Union Dale,4,4
Union Grove,2,32
Union Grove,4,7
Union Hall,2,9
Union Hall,4,4
Union Mills,2,16
Union Mills,4,3
Union Pier,2,8
Union Pier,3,9
Union Point,2,5
Union Point,4,1
Union Springs,2,15
Union Springs,4,5
Union Star,2,1
Union Star,4,1
Uniondale,1,2
Uniondale,2,155
Uniondale,3,1
Uniondale,4,1
Uniontown,1,1
Uniontown,2,67
Uniontown,3,15
Uniontown,4,27
Unionville,2,35
Unionville,4,10
United States Air Force Academy,2,28
United States Air Force Academy,3,15
United States Air Force Academy,4,2
Unity,2,41
Unity,4,4
Unityville,2,33
Unityville,4,3
Universal City,2,69
Universal City,4,2
University Heights,2,1
University Park,2,46
University Park,3,12
University Park,4,1
University Place,2,6
Unknown,2,87
Upatoi,2,2
Upatoi,4,1
Upland,1,7
Upland,2,978
Upland,3,59
Upland,4,5
Upper,2,1
Upper Black Eddy,4,2
Upper Chichester,2,23
Upper Chichester,3,1
Upper Darby,2,110
Upper Falls,2,9
Upper Keys,4,1
Upper Lake,1,2
Upper Lake,2,207
Upper Lake,4,4
Upper Macungie,2,1
Upper Macungie,3,11
Upper Macungie,4,1
Upper Marlboro,1,3
Upper Marlboro,2,588
Upper Marlboro,3,47
Upper Marlboro,4,21
Upper Merion,2,5
Upper Merion,3,32
Upper Merion,4,1
Upper Sandusky,1,2
Upper Sandusky,2,16
Upper Sandusky,3,2
Upperco,2,16
Upperco,4,4
Upperville,2,16
Upperville,3,1
Upperville,4,3
Upsala,2,2
Upton,1,1
Upton,2,10
Upton,3,4
Urbana,2,21
Urbana,3,49
Urbana,4,1
Urbandale,1,1
Urbandale,2,225
Urbandale,3,42
Urbandale,4,13
Urbanna,2,6
Urbanna,4,2
Urich,2,1
Usaf Academy,2,68
Usaf Academy,3,45
Usaf Academy,4,5
Usk,2,1
Ute,2,2
Ute,3,1
Utica,1,3
Utica,2,748
Utica,3,45
Utica,4,8
Uvalda,2,2
Uvalde,2,5
Uvalde,4,3
Uxbridge,2,2
Vacaville,1,15
Vacaville,2,996
Vacaville,3,156
Vacaville,4,4
Vacherie,2,3
Vacherie,4,1
Vader,2,3
Vado,2,4
Vado,3,2
Vaiden,2,5
Vaiden,3,1
Vail,1,1
Vail,2,341
Vail,3,29
Vail,4,27
Valatie,2,56
Valatie,4,4
Valders,4,1
Valdese,2,28
Valdese,3,8
Valdese,4,3
Valdosta,2,117
Valdosta,3,10
Valdosta,4,23
Vale,2,263
Vale,3,4
Vale,4,11
Valencia,1,10
Valencia,2,694
Valencia,3,103
Valencia,4,2
Valentine,2,6
Valentine,4,2
Valentines,2,8
Valentines,4,3
Valhalla,1,1
Valhalla,2,65
Valhalla,3,1
Valhalla,4,2
Valier,2,25
Vallecito,2,29
Vallejo,1,16
Vallejo,2,1261
Vallejo,3,222
Vallejo,4,9
Valles Mines,2,2
Valley,1,2
Valley,2,49
Valley,3,20
Valley,4,8
Valley Center,2,131
Valley Center,3,1
Valley City,2,64
Valley City,4,1
Valley Cottage,2,5
Valley Cottage,4,3
Valley Falls,2,4
Valley Falls,4,1
Valley Ford,2,6
Valley Forge,2,3
Valley Grande,2,1
Valley Grove,2,33
Valley Grove,4,1
Valley Head,2,11
Valley Head,3,6
Valley Lee,2,2
Valley Park,2,54
Valley Park,3,31
Valley Park,4,1
Valley Springs,1,3
Valley Springs,2,359
Valley Springs,4,1
Valley Stream,1,4
Valley Stream,2,451
Valley Stream,3,8
Valley Stream,4,2
Valley View,2,2
Valley Village,1,1
Valley Village,2,501
Valley Village,3,3
Valley Village,4,3
Valleyford,1,1
Valleyford,2,2
Vallonia,2,1
Vallonia,4,2
